id	cryptoclass	emonym	country	construction_type	classifier_lemma	citation_es	source_file	source_sheet	source_locator	exclusion_reason
pla-miedo-co-0006	Res Planae	miedo	CO	substantive	nivel de	# El nivel de miedo a lo largo de la nación también subió sustancialmente	Res Planae.xlsx	MIEDO	E5	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-co-0007	Res Planae	miedo	CO	substantive	nivel de	Los otros dos pacientes con daños en la amígdala también experimentaron un mayor nivel de miedo que los sujetos de control	Res Planae.xlsx	MIEDO	E5	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-cu-0001	Res Planae	miedo	CU	substantive	nivel de	existe tal nivel de miedo y pánico entre las familias	Res Planae.xlsx	MIEDO	E7	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-cu-0002	Res Planae	miedo	CU	substantive	nivel de	ha generado un nivel de miedo que ha sido explotado y sostenido	Res Planae.xlsx	MIEDO	E7	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-do-0001	Res Planae	miedo	DO	substantive	nivel de	el nivel de la dignidad por encima de el nivel de el miedo	Res Planae.xlsx	MIEDO	E8	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-es-0001	Res Planae	miedo	ES	substantive	nivel de	el nivel de miedo (político) y de hilaridad (estética)	Res Planae.xlsx	MIEDO	E10	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-es-0002	Res Planae	miedo	ES	substantive	nivel de	están acrecentando su nivel de miedo a medida que pasa el tiemp	Res Planae.xlsx	MIEDO	E10	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-es-0003	Res Planae	miedo	ES	substantive	nivel de	e miden sus nivel de miedo, ansiedad o estados de evitación	Res Planae.xlsx	MIEDO	E10	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-es-0004	Res Planae	miedo	ES	substantive	nivel de	medir el nivel de miedo a una nueva ofensiva terrorista	Res Planae.xlsx	MIEDO	E10	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-es-0005	Res Planae	miedo	ES	substantive	nivel de	el alto nivel de miedo entre las comunidades rajine y rohingya	Res Planae.xlsx	MIEDO	E10	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-es-0006	Res Planae	miedo	ES	substantive	nivel de	rebajado el nivel de terror, miedo e incertidumbre	Res Planae.xlsx	MIEDO	E10	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-es-0007	Res Planae	miedo	ES	substantive	nivel de	un elevado nivel de ansiedad y miedo a los espacios abiertos	Res Planae.xlsx	MIEDO	E10	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-es-0008	Res Planae	miedo	ES	substantive	nivel de	La película tiene un segundo nivel de miedo que está en el mundo real,	Res Planae.xlsx	MIEDO	E10	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-es-0009	Res Planae	miedo	ES	substantive	nivel de	e la población británica alcanzó un nivel de preocupación y miedo,	Res Planae.xlsx	MIEDO	E10	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-es-0010	Res Planae	miedo	ES	substantive	nivel de	u nivel de miedo se volvió más en línea con el de otros pares	Res Planae.xlsx	MIEDO	E10	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-es-0011	Res Planae	miedo	ES	substantive	nivel de	el nivel de miedo y amenaza a ETA ha bajado,	Res Planae.xlsx	MIEDO	E10	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-es-0012	Res Planae	miedo	ES	substantive	nivel de	disminuya el nivel de miedo e incertidumbre	Res Planae.xlsx	MIEDO	E10	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-es-0013	Res Planae	miedo	ES	substantive	nivel de	ni siquiera el nivel de miedo es comparable	Res Planae.xlsx	MIEDO	E10	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-es-0014	Res Planae	miedo	ES	substantive	nivel de	son índices de un alto nivel de miedo	Res Planae.xlsx	MIEDO	E10	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-es-0015	Res Planae	miedo	ES	substantive	nivel de	hombre siempre tiene que tener los niveles de dignidad por encima de el nivel de el miedo	Res Planae.xlsx	MIEDO	E10	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-es-0016	Res Planae	miedo	ES	substantive	nivel de	u nivel de emoción (miedo, fobia…) sea bajo	Res Planae.xlsx	MIEDO	E10	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-es-0017	Res Planae	miedo	ES	substantive	nivel de	eliminar el mismo nivel de miedo requiere 24 horas de contacto inicial antes de la edad de tres semanas	Res Planae.xlsx	MIEDO	E10	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-es-0018	Res Planae	miedo	ES	substantive	nivel de	registraron el mismo nivel de miedo a la radiación que a el tsunami previo	Res Planae.xlsx	MIEDO	E10	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-es-0019	Res Planae	miedo	ES	substantive	nivel de	cuanto mayor sea el nivel de ansiedad o miedo dental en algún miembro de la familia, más lo sufrirá	Res Planae.xlsx	MIEDO	E10	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-es-0020	Res Planae	miedo	ES	substantive	nivel de	el nivel de miedo que una persona experimenta varía de una a otra,	Res Planae.xlsx	MIEDO	E10	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-mx-0001	Res Planae	miedo	MX	substantive	nivel de	hay cierto nivel de miedo para poder expresar se	Res Planae.xlsx	MIEDO	E13	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-mx-0002	Res Planae	miedo	MX	substantive	nivel de	os chats de mujeres (hay un) nivel de miedo y hartazgo.	Res Planae.xlsx	MIEDO	E13	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-mx-0003	Res Planae	miedo	MX	substantive	nivel de	todo ha generado un nivel de miedo y caos	Res Planae.xlsx	MIEDO	E13	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-mx-0004	Res Planae	miedo	MX	substantive	nivel de	a gente se está acostumbrando a un nuevo nivel de miedo "	Res Planae.xlsx	MIEDO	E13	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-mx-0005	Res Planae	miedo	MX	substantive	nivel de	este elevado tope " lo que está reflejando es el nivel de el miedo frente a la posible derrota de el candidato	Res Planae.xlsx	MIEDO	E13	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-mx-0006	Res Planae	miedo	MX	substantive	nivel de	El nivel de miedo que ha estado afectando a muchas comunidades.	Res Planae.xlsx	MIEDO	E13	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-mx-0007	Res Planae	miedo	MX	substantive	nivel de	on estas detenciones prolongadas nada más se incrementa su nivel de trauma y miedo,	Res Planae.xlsx	MIEDO	E13	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-mx-0008	Res Planae	miedo	MX	substantive	nivel de	o. Ese nivel de miedo no va a traer nada bueno	Res Planae.xlsx	MIEDO	E13	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-mx-0009	Res Planae	miedo	MX	substantive	nivel de	s hora de que las personas podamos nivelar la dignidad por encima de el nivel de el miedo. E	Res Planae.xlsx	MIEDO	E13	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-mx-0010	Res Planae	miedo	MX	substantive	nivel de	Hay un enorme nivel de miedo, aún hoy, debido a el grado de control	Res Planae.xlsx	MIEDO	E13	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-mx-0011	Res Planae	miedo	MX	substantive	nivel de	Una mujer tiene que tener su nivel de dignidad siempre por encima de su nivel de miedo	Res Planae.xlsx	MIEDO	E13	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-mx-0012	Res Planae	miedo	MX	substantive	nivel de	l consumo de calorías está relacionado con el nivel de miedo que provoque la películ	Res Planae.xlsx	MIEDO	E13	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-mx-0013	Res Planae	miedo	MX	substantive	nivel de	A ese nivel de miedo llega, para un niño, la amenaza de un adulto.	Res Planae.xlsx	MIEDO	E13	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-mx-0014	Res Planae	miedo	MX	substantive	nivel de	fomentan el nivel de miedo en la opinión publica	Res Planae.xlsx	MIEDO	E13	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-ni-0001	Res Planae	miedo	NI	substantive	nivel de	Ojo el nivel de miedo que yo tenía	Res Planae.xlsx	MIEDO	E14	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-ni-0002	Res Planae	miedo	NI	substantive	nivel de	A nivel sicológico también desarrollan un nivel de miedo e ira	Res Planae.xlsx	MIEDO	E14	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-ni-0003	Res Planae	miedo	NI	substantive	nivel de	e el nivel de miedo que prevalece en la actualidad no se compara con nada	Res Planae.xlsx	MIEDO	E14	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-pa-0001	Res Planae	miedo	PA	substantive	nivel de	Clinton no reconoció el nivel de miedo que muchos estadounidenses de la clase obrera experimentan	Res Planae.xlsx	MIEDO	E15	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-pa-0002	Res Planae	miedo	PA	substantive	nivel de	e dirigieron a recoger a la estudiante debido a el nivel de miedo que le causó la situación violenta.	Res Planae.xlsx	MIEDO	E15	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-pe-0002	Res Planae	miedo	PE	substantive	nivel de	tuve en el mar durante la guerra y nunca había sentido ese nivel de fatiga o miedo ",	Res Planae.xlsx	MIEDO	E16	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-pe-0003	Res Planae	miedo	PE	substantive	nivel de	el consumo de calorías estaría relacionado con el nivel de miedo que provoque la película	Res Planae.xlsx	MIEDO	E16	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-pe-0004	Res Planae	miedo	PE	substantive	nivel de	la campaña política en EEUU estaba propiciando un " alarmante nivel de miedo y ansiedad entre niños	Res Planae.xlsx	MIEDO	E16	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-pe-0005	Res Planae	miedo	PE	substantive	nivel de	lo que yo experimenté fue el máximo nivel de miedo y mi única alternativa fue defender me	Res Planae.xlsx	MIEDO	E16	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-pe-0006	Res Planae	miedo	PE	substantive	nivel de	El nivel de miedo que sentimos en cualquier situación particular es impulsado por un proceso complejo	Res Planae.xlsx	MIEDO	E16	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-pr-0001	Res Planae	miedo	PR	substantive	nivel de	hago todo lo posible porque no noten el nivel de miedo que siento	Res Planae.xlsx	MIEDO	E17	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-py-0001	Res Planae	miedo	PY	substantive	nivel de	l nivel de estrés y miedo que están teniendo, así como la inseguridad y la incertidumbre	Res Planae.xlsx	MIEDO	E18	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-py-0002	Res Planae	miedo	PY	substantive	nivel de	Esto denota el nivel de incertidumbre y miedo a la violencia que puede desatar la crisis política	Res Planae.xlsx	MIEDO	E18	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-sv-0001	Res Planae	miedo	SV	substantive	nivel de	Tu constante accionar ha puesto a la política en un nivel de miedo con tus amenazantes cartitas	Res Planae.xlsx	MIEDO	E19	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-sv-0002	Res Planae	miedo	SV	substantive	nivel de	iempre el nivel de la dignidad por encima de el nivel de el mied	Res Planae.xlsx	MIEDO	E19	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-us-0001	Res Planae	miedo	US	substantive	nivel de	Un nivel de miedo público que ha estado creciendo a un ritmo constante	Res Planae.xlsx	MIEDO	E22	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-us-0002	Res Planae	miedo	US	substantive	nivel de	convocar a más votantes blancos con menos nivel de ira, miedo y complejo.	Res Planae.xlsx	MIEDO	E22	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-us-0003	Res Planae	miedo	US	substantive	nivel de	El nivel de miedo es mayor que nada que hayamos visto	Res Planae.xlsx	MIEDO	E22	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-us-0004	Res Planae	miedo	US	substantive	nivel de	Se eleva el nivel de miedo	Res Planae.xlsx	MIEDO	E22	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-us-0005	Res Planae	miedo	US	substantive	nivel de	el nivel de miedo que sentí de Daniel'	Res Planae.xlsx	MIEDO	E22	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-us-0006	Res Planae	miedo	US	substantive	nivel de	El trabajo de voz de los actores refleja el nivel de miedo que sienten,	Res Planae.xlsx	MIEDO	E22	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-us-0007	Res Planae	miedo	US	substantive	nivel de	e el nivel de tensión y miedo entre los muchachos durante la matanza	Res Planae.xlsx	MIEDO	E22	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-us-0008	Res Planae	miedo	US	substantive	nivel de	ué clase de futuro les espera y aquí es donde aparece un nuevo nivel de ansiedad y miedo "	Res Planae.xlsx	MIEDO	E22	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-us-0009	Res Planae	miedo	US	substantive	nivel de	l día miércoles, jueves, y viernes fue difícil no dejar que viesen mi nivel de miedo.	Res Planae.xlsx	MIEDO	E22	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-us-0010	Res Planae	miedo	US	substantive	nivel de	e este modo, de una forma no invasiva se miden sus nivel de miedo, ansiedad o estados de evitación	Res Planae.xlsx	MIEDO	E22	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-us-0011	Res Planae	miedo	US	substantive	nivel de	# El nivel de el miedo que persiste entre la población	Res Planae.xlsx	MIEDO	E22	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-uy-0001	Res Planae	miedo	UY	substantive	nivel de	herir la narrativa de la unidad eleve el nivel de miedo.	Res Planae.xlsx	MIEDO	E20	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-ve-0001	Res Planae	miedo	VE	substantive	nivel de	lograr eliminar el mismo nivel de miedo requiere 24 horas	Res Planae.xlsx	MIEDO	E21	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-ve-0002	Res Planae	miedo	VE	substantive	nivel de	con el objeto de aumentar el nivel de angustia, miedo, nerviosismo e inseguridad de el Pueblo Venezolano	Res Planae.xlsx	MIEDO	E21	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-ve-0003	Res Planae	miedo	VE	substantive	nivel de	Ha estado cargado de tantas irregularidades que muestra el nivel de miedo que le tienen a la voluntad de el pueblo	Res Planae.xlsx	MIEDO	E21	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
pla-miedo-ve-0004	Res Planae	miedo	VE	substantive	nivel de	hablando de otro nivel de miedo o fobia,	Res Planae.xlsx	MIEDO	E21	measurement-collocation: nivel de (see _inventory-decisions.md 2026-06-01)
rot-miedo-ar-0006	Res Rotundae	miedo	AR	substantive	círculo de	e genera un círculo de miedo.	Res Rotundae.xlsx	MIEDO	F2	frozen-collocation: círculo (vicioso) de — cycle idiom, not round-object image
