id	cryptoclass	emonym	country	construction_type	classifier_lemma	citation_es	citation_ru	disputed	source_file	source_sheet	source_locator	notes
fil-tristeza-ar-0007	Res Filiformes	tristeza	AR	verbal-subject-intransitive	desatarse	lluvia ha provocado que en mi se desatara la tristeza, me puse mal		f	Res Filiformes.xlsx	tristeza	C2	
fil-tristeza-ar-0008	Res Filiformes	tristeza	AR	disputed		de pronto irrumpe una alborada contra la desilusión apaciguando la sonoridad de la tristeza que teje el poema " VE		t	Res Filiformes.xlsx	tristeza	I2	
fil-tristeza-cl-0001	Res Filiformes	tristeza	CL	verbal-objective	desatar	El brasileño no lo pensó dos veces y cruzó un tremendo zurdazo, desatando la tristeza en todo el estadio holandés.		f	Res Filiformes.xlsx	tristeza	B4	
fil-tristeza-cl-0002	Res Filiformes	tristeza	CL	verbal-objective	desatar	le contó que está profundamente enamorado de Bárbara, desatando su tristeza y molestia		f	Res Filiformes.xlsx	tristeza	B4	
fil-tristeza-cl-0003	Res Filiformes	tristeza	CL	verbal-objective	desatar	lo que desató la tristeza de los seguidores de la producción de Meg		f	Res Filiformes.xlsx	tristeza	B4	
fil-tristeza-cl-0004	Res Filiformes	tristeza	CL	verbal-objective	desatar	Armada de Argentina realizó un nuevo reporte de las labores de búsqueda, desatando la tristeza de los familiares de los 44 tripulantes		f	Res Filiformes.xlsx	tristeza	B4	
fil-tristeza-cl-0005	Res Filiformes	tristeza	CL	verbal-objective	desatar	lo que mueve las guerras, desata pasiones y tristezas.		f	Res Filiformes.xlsx	tristeza	B4	
fil-tristeza-cl-0006	Res Filiformes	tristeza	CL	verbal-objective	desatar	triunfo de' La Roja' en la final de Copa América Centenario desató la tristeza e indignación a el otro lado de la cordillera		f	Res Filiformes.xlsx	tristeza	B4	
fil-tristeza-co-0001	Res Filiformes	tristeza	CO	verbal-objective	desatar	una macabra revelación desató la tristeza		f	Res Filiformes.xlsx	tristeza	B5	
fil-tristeza-co-0002	Res Filiformes	tristeza	CO	verbal-objective	desatar	vi a las típicas promesas de siempre, las mismas excusas, y más que tristeza me desató una profunda sensación de rabia		f	Res Filiformes.xlsx	tristeza	B5	
fil-tristeza-co-0003	Res Filiformes	tristeza	CO	verbal-objective	desatar	El grado de brutalidad con el que se han ejecutado homicidios de varios niños desata furia y tristeza		f	Res Filiformes.xlsx	tristeza	B5	
fil-tristeza-co-0004	Res Filiformes	tristeza	CO	verbal-objective	entrelazar	El ambiente musical que se entrelaza con la tristeza en un sector de el Cementerio Calancal		f	Res Filiformes.xlsx	tristeza	B5	
fil-tristeza-co-0005	Res Filiformes	tristeza	CO	verbal-subject-intransitive	desatarse	se desataron momentos de tristeza, dolor e incertidumbre entre los familiares.		f	Res Filiformes.xlsx	tristeza	C5	
fil-tristeza-co-0006	Res Filiformes	tristeza	CO	verbal-subject-intransitive	desatarse	se desató una tristeza incontrolable en el equipo' hormiguero		f	Res Filiformes.xlsx	tristeza	C5	
fil-tristeza-cu-0001	Res Filiformes	tristeza	CU	verbal-objective	desatar	la diferencia de puntos esfumó sus opciones y desató una gran tristeza en el habanero coliseo de la Ciudad Deportiva		f	Res Filiformes.xlsx	tristeza	B7	
fil-tristeza-es-0001	Res Filiformes	tristeza	ES	verbal-objective	desatar	La muerte de la actriz, acontecida el 20 de agosto, desató la tristeza entre sus allegados; cuál es la pérdida que desata la tristeza y rabia de Rey		f	Res Filiformes.xlsx	tristeza	B10	
fil-tristeza-es-0002	Res Filiformes	tristeza	ES	verbal-subject-intransitive	desatarse	el misterio y la tristeza se desataron cuando, junto a su mujer, observaba cómo Kira jugaba		f	Res Filiformes.xlsx	tristeza	C10	
fil-tristeza-es-0003	Res Filiformes	tristeza	ES	verbal-subject-intransitive	tejerse	tragedia, la comedia, la dignidad y la tristeza se entrelazan en el tejido de la vida		f	Res Filiformes.xlsx	tristeza	C10	
fil-tristeza-gt-0001	Res Filiformes	tristeza	GT	verbal-objective		crecer nos el alma y recrear nos con la vida, enhebrar obras de amor		f	Res Filiformes.xlsx	tristeza	B11	
fil-tristeza-mx-0001	Res Filiformes	tristeza	MX	verbal-objective	desatar	el nivel bajó considerablemente de una semana a otra, y desató así la tristeza en algunos		f	Res Filiformes.xlsx	tristeza	B13	
fil-tristeza-mx-0002	Res Filiformes	tristeza	MX	attributive	atado	Fue tal la desazón y la tristeza justamente desatada ante la posible desaparición de la radio		f	Res Filiformes.xlsx	tristeza	F13	
fil-tristeza-mx-0003	Res Filiformes	tristeza	MX	substantive		cabeza era un nido de confusiones, un tobogán de felicidad entrelazada con tristeza.		f	Res Filiformes.xlsx	tristeza	G13	
fil-tristeza-mx-0004	Res Filiformes	tristeza	MX	substantive		el' luto' de la alcaldesa refleja una serie de desastres y tristezas hilvanadas a lo largo de su gestión.		f	Res Filiformes.xlsx	tristeza	G13	
fil-tristeza-pe-0001	Res Filiformes	tristeza	PE	verbal-objective	desatar	El árbitro Felix Brych dio por terminado el partido, desatando la ola de tristeza		f	Res Filiformes.xlsx	tristeza	B16	
fil-tristeza-pr-0001	Res Filiformes	tristeza	PR	verbal-objective	desatar	Eso desató la molestia y tristeza de el actor que dejó escapar unas lágrimas		f	Res Filiformes.xlsx	tristeza	B17	
fil-tristeza-us-0001	Res Filiformes	tristeza	US	verbal-objective	desatar	la puesta a el aire de un fuerte video que desató la tristeza de la connotada artist		f	Res Filiformes.xlsx	tristeza	B22	
fil-tristeza-us-0002	Res Filiformes	tristeza	US	verbal-objective	desatar	La temprana partida de la joven desató la tristeza en todos l		f	Res Filiformes.xlsx	tristeza	B22	
fil-tristeza-us-0003	Res Filiformes	tristeza	US	verbal-objective	desatar	rimero desató enojo y profunda tristeza a el cerrar la Iglesia San Mateo		f	Res Filiformes.xlsx	tristeza	B22	
fil-tristeza-us-0004	Res Filiformes	tristeza	US	verbal-subject-intransitive	desatarse	desaparición definitiva de un animal no provoque la tristeza que se desata ante una pérdida humana		f	Res Filiformes.xlsx	tristeza	C22	
fil-alegría-ar-0001	Res Filiformes	alegría	AR	verbal-objective	desatar	# La bocina de el final desató la alegría de las jugadoras, cuerpo técnico y la gran cantidad de público		f	Res Filiformes.xlsx	alegría	B2	
fil-alegría-ar-0002	Res Filiformes	alegría	AR	verbal-objective	desatar	La victoria de el candidato desató la alegría de la clase política europea		f	Res Filiformes.xlsx	alegría	B2	
fil-alegría-ar-0003	Res Filiformes	alegría	AR	verbal-objective	desatar	Ojalá que Messi frote la lámpara y desate una gran alegría para los argentinos.		f	Res Filiformes.xlsx	alegría	B2	
fil-alegría-ar-0004	Res Filiformes	alegría	AR	verbal-objective	desatar	Familias enteras desatan allí su alegría a puro grito y charla		f	Res Filiformes.xlsx	alegría	B2	
fil-alegría-ar-0005	Res Filiformes	alegría	AR	verbal-subject-intransitive	desatarse	Recién en la última fecha se desató la alegría en las cuatro categorías de el fútbol		f	Res Filiformes.xlsx	alegría	C2	
fil-alegría-ar-0006	Res Filiformes	alegría	AR	verbal-subject-intransitive	desatarse	El sufrimiento de estar afuera hizo que se desate la alegría en el final		f	Res Filiformes.xlsx	alegría	C2	
fil-alegría-ar-0007	Res Filiformes	alegría	AR	attributive	atado	ue se sacó anoche este plantel, por eso la alegría desatada a el final de la noche en el Bosque		f	Res Filiformes.xlsx	alegría	F2	
fil-alegría-ar-0008	Res Filiformes	alegría	AR	attributive	atado	tras la clasificación y la alegría desatada entre los rosarinos		f	Res Filiformes.xlsx	alegría	F2	
fil-alegría-ar-0009	Res Filiformes	alegría	AR	attributive	tenso	de música, de sensualidad y de alegría tensa, traída desde la raíz profunda de lo humano		f	Res Filiformes.xlsx	alegría	F2	
fil-alegría-bo-0001	Res Filiformes	alegría	BO	verbal-objective	desatar	desatar la alegría		f	Res Filiformes.xlsx	alegría	B3	
fil-alegría-bo-0002	Res Filiformes	alegría	BO	verbal-objective	desatar	La agrupación quiere desatar esa alegría que los hizo merecedores de el premio		f	Res Filiformes.xlsx	alegría	B3	
fil-alegría-bo-0003	Res Filiformes	alegría	BO	verbal-objective	desatar	Argarañaz logra mandar el balón a el fondo de el arco desatando la alegría de el público presente		f	Res Filiformes.xlsx	alegría	B3	
fil-alegría-bo-0004	Res Filiformes	alegría	BO	verbal-objective	desatar	los brasileños desataron toda su alegría por la conquista		f	Res Filiformes.xlsx	alegría	B3	
fil-alegría-bo-0005	Res Filiformes	alegría	BO	verbal-subject-intransitive	desatarse	la alegría se desata en el campo de juego		f	Res Filiformes.xlsx	alegría	C3	
fil-alegría-bo-0006	Res Filiformes	alegría	BO	attributive	atado	ayer revivió su éxito a el ver la alegría desatada por el triunfo de su compatriota		f	Res Filiformes.xlsx	alegría	F3	
fil-alegría-bo-0007	Res Filiformes	alegría	BO	attributive	tenso	es heredera de la alegría tensa de los bodegones gitanos		f	Res Filiformes.xlsx	alegría	F3	
fil-alegría-cl-0001	Res Filiformes	alegría	CL	verbal-objective	desatar	Un cabezazo para desatar la alegría en la precordillera.		f	Res Filiformes.xlsx	alegría	B4	
fil-alegría-cl-0002	Res Filiformes	alegría	CL	verbal-objective	desatar	para llegar hasta el arco rival y definir de gran forma, desatando la alegría cruzada		f	Res Filiformes.xlsx	alegría	B4	
fil-alegría-cl-0003	Res Filiformes	alegría	CL	verbal-objective	entrelazar	Un destello que entrelaza la alegría y la nostalgia		f	Res Filiformes.xlsx	alegría	B4	
fil-alegría-cl-0004	Res Filiformes	alegría	CL	verbal-subject-intransitive	desatarse	Minuto 18 de partido y se desataba la alegría de la Roja.		f	Res Filiformes.xlsx	alegría	C4	
fil-alegría-cl-0005	Res Filiformes	alegría	CL	attributive	atado	La alegría desatada por los " citizens " no gustó para nada en el controversial técnico		f	Res Filiformes.xlsx	alegría	F4	
fil-alegría-cl-0006	Res Filiformes	alegría	CL	attributive	tenso	en el dramatismo, en la intimidad y en una tensa alegría.		f	Res Filiformes.xlsx	alegría	F4	
fil-alegría-co-0001	Res Filiformes	alegría	CO	verbal-objective	desatar	El primer gol de Cristiano Ronaldo desató la alegría entre sus seguidores		f	Res Filiformes.xlsx	alegría	B5	
fil-alegría-co-0002	Res Filiformes	alegría	CO	verbal-objective	desatar	La noticia de el rechazo a la candidatura de la actual primera dama desató la alegría de la oposición		f	Res Filiformes.xlsx	alegría	B5	
fil-alegría-co-0003	Res Filiformes	alegría	CO	verbal-objective	desatar	la reina desataba su alegría y la Vaca Vieja sonaba a ritmo de Pedro Laza		f	Res Filiformes.xlsx	alegría	B5	
fil-alegría-co-0004	Res Filiformes	alegría	CO	verbal-objective	tejer	seguiremos tejiendo muchas alegrías para Colombia		f	Res Filiformes.xlsx	alegría	B5	
fil-alegría-co-0005	Res Filiformes	alegría	CO	verbal-subject-intransitive	desatarse	mientras que entre los madridistas se desató la alegría de ver a su equipo		f	Res Filiformes.xlsx	alegría	C5	
fil-alegría-co-0006	Res Filiformes	alegría	CO	verbal-subject-intransitive	desatarse	Tras esa primera anotación se desató una gran alegría,		f	Res Filiformes.xlsx	alegría	C5	
fil-alegría-co-0007	Res Filiformes	alegría	CO	attributive	atado	se concilian los rigores de la música rusa y la alegría latina desatada		f	Res Filiformes.xlsx	alegría	F5	
fil-alegría-co-0008	Res Filiformes	alegría	CO	substantive	madeja de	hilvanar esa madeja de alegrías cantadas		f	Res Filiformes.xlsx	alegría	G5	
fil-alegría-cr-0001	Res Filiformes	alegría	CR	verbal-objective	desatar	Hernandez desató la alegría mexicana en la ciudad de San Diego		f	Res Filiformes.xlsx	alegría	B6	
fil-alegría-cr-0002	Res Filiformes	alegría	CR	verbal-objective	desatar	El pitazo final llegó para desatar la alegría de la afición local		f	Res Filiformes.xlsx	alegría	B6	
fil-alegría-cr-0003	Res Filiformes	alegría	CR	verbal-subject-intransitive	desatarse	la alegría se desató en la capital y captó la atención		f	Res Filiformes.xlsx	alegría	C6	
fil-alegría-cu-0001	Res Filiformes	alegría	CU	verbal-objective	desatar	Sánchez clavó la puntilla en el minuto 44 y desató la alegría de una selección		f	Res Filiformes.xlsx	alegría	B7	
fil-alegría-cu-0002	Res Filiformes	alegría	CU	verbal-objective	desatar	para desatar la alegría en la tierra de el tequila y el mariachi		f	Res Filiformes.xlsx	alegría	B7	
fil-alegría-cu-0003	Res Filiformes	alegría	CU	verbal-objective	entrelazar	múltiples actividades donde se entrelazan la alegría, el júbilo y el compromiso eterno		f	Res Filiformes.xlsx	alegría	B7	
fil-alegría-cu-0004	Res Filiformes	alegría	CU	verbal-subject-intransitive	desatarse	luego se desató la alegría a base de las más de diez manifestaciones artísticas		f	Res Filiformes.xlsx	alegría	C7	
fil-alegría-cu-0005	Res Filiformes	alegría	CU	attributive	atado	in mostrar una alegría desatada en la victoria		f	Res Filiformes.xlsx	alegría	F7	
fil-alegría-do-0001	Res Filiformes	alegría	DO	verbal-objective	desatar	l emblemático " Salta ", de la otrora artista Infantil Isha, lo que desató risas y alegría		f	Res Filiformes.xlsx	alegría	B8	
fil-alegría-do-0002	Res Filiformes	alegría	DO	verbal-subject-intransitive	desatarse	Dentro de el capitolio se desató la alegría de el festín.		f	Res Filiformes.xlsx	alegría	C8	
fil-alegría-do-0003	Res Filiformes	alegría	DO	attributive		una estela de luz, alegría y felicidad, amarrada a la paz y grandeza de todo el género huma		f	Res Filiformes.xlsx	alegría	F8	
fil-alegría-ec-0001	Res Filiformes	alegría	EC	verbal-objective	desatar	el' 10' argentino desató su alegría por el' milagro' alcanzado		f	Res Filiformes.xlsx	alegría	B9	
fil-alegría-ec-0002	Res Filiformes	alegría	EC	verbal-objective	desatar	remontar el marcador a los 84 minutos y así desatar la alegría entre los locales		f	Res Filiformes.xlsx	alegría	B9	
fil-alegría-ec-0003	Res Filiformes	alegría	EC	verbal-objective	desatar	la banda de pueblo que prende la fiesta y desata la alegría..		f	Res Filiformes.xlsx	alegría	B9	
fil-alegría-ec-0004	Res Filiformes	alegría	EC	verbal-subject-intransitive	desatarse	el marcador final de 2 a 0, con lo que se desató la alegría de los hinchas celestes		f	Res Filiformes.xlsx	alegría	C9	
fil-alegría-ec-0005	Res Filiformes	alegría	EC	verbal-subject-intransitive	desatarse	a alegría se desató en la esquina con su entrenador Nicolás Dirovi		f	Res Filiformes.xlsx	alegría	C9	
fil-alegría-ec-0006	Res Filiformes	alegría	EC	verbal-subject-intransitive	desatarse	La alegría se desató, entre aplausos y fuertes abrazos.		f	Res Filiformes.xlsx	alegría	C9	
fil-alegría-ec-0007	Res Filiformes	alegría	EC	verbal-subject-intransitive	desatarse	Cuando el árbitro argentino Pitana indicó el final de el encuentro, se desató la alegría francesa.		f	Res Filiformes.xlsx	alegría	C9	
fil-alegría-ec-0008	Res Filiformes	alegría	EC	verbal-instrumental		demuestran la " fuerza " de el pueblo ecuatoriano, que tira de " alegría " para afrontar las secuelas de estos años de crisis.		f	Res Filiformes.xlsx	alegría	E9	
fil-alegría-ec-0009	Res Filiformes	alegría	EC	attributive	atado	se hace eco de la alegría desatada en Kenia por la proeza		f	Res Filiformes.xlsx	alegría	F9	
fil-alegría-es-0001	Res Filiformes	alegría	ES	verbal-objective	desatar	. El 1-1 desató la alegría y confianza en la grada,		f	Res Filiformes.xlsx	alegría	B10	
fil-alegría-es-0002	Res Filiformes	alegría	ES	verbal-objective	desatar	El sí desató la alegría de todos.		f	Res Filiformes.xlsx	alegría	B10	
fil-alegría-es-0003	Res Filiformes	alegría	ES	verbal-objective	desatar	No refrenen su euforia: abandonen la lectura de este artículo y desaten su alegría sin remilgos		f	Res Filiformes.xlsx	alegría	B10	
fil-alegría-es-0004	Res Filiformes	alegría	ES	verbal-objective	desatar	las peñas y sus charangas desatarán la alegría con el Pasacalles con la Bruja		f	Res Filiformes.xlsx	alegría	B10	
fil-alegría-es-0005	Res Filiformes	alegría	ES	verbal-subject-intransitive	desatarse	la alegría se desató en la expedición visitante:		f	Res Filiformes.xlsx	alegría	C10	
fil-alegría-es-0006	Res Filiformes	alegría	ES	verbal-subject-intransitive	desatarse	La alegría se desató en la localidad lucense de Monforte de Lemos, donde recayó íntegro el primer premio		f	Res Filiformes.xlsx	alegría	C10	
fil-alegría-es-0007	Res Filiformes	alegría	ES	verbal-subject-intransitive	desatarse	r el número afortunado se desataba la alegría entre el público asistente		f	Res Filiformes.xlsx	alegría	C10	
fil-alegría-es-0008	Res Filiformes	alegría	ES	verbal-instrumental		así que la presentadora ha tirado de la alegría que le caracteriza para combatir lo		f	Res Filiformes.xlsx	alegría	E10	
fil-alegría-es-0009	Res Filiformes	alegría	ES	attributive	atado	la alegría desatada da paso a el miedo, la intranquilidad y la zozobra		f	Res Filiformes.xlsx	alegría	F10	
fil-alegría-es-0010	Res Filiformes	alegría	ES	attributive	atado	abordar la alegría desatada desde todos los ángulos posibles		f	Res Filiformes.xlsx	alegría	F10	
fil-alegría-gt-0001	Res Filiformes	alegría	GT	verbal-objective	desatar	marcador empatado a uno, cuando la Unión de San Guillermo logró anotar y desató la alegría de los locales.		f	Res Filiformes.xlsx	alegría	B11	
fil-alegría-hn-0001	Res Filiformes	alegría	HN	verbal-objective	desatar	Al llegar las 12: 00 la medianoche, se desató la alegría en los hogares con el brindis y el efusivo abrazo		f	Res Filiformes.xlsx	alegría	B12	
fil-alegría-hn-0002	Res Filiformes	alegría	HN	verbal-objective	desatar	desatar la alegría de el público angelino		f	Res Filiformes.xlsx	alegría	B12	
fil-alegría-mx-0001	Res Filiformes	alegría	MX	verbal-objective	desatar	desató la alegría en las gradas.		f	Res Filiformes.xlsx	alegría	B13	
fil-alegría-mx-0002	Res Filiformes	alegría	MX	verbal-objective	desatar	penalti en el minuto 86 que desató la alegría nigeriana en el hote		f	Res Filiformes.xlsx	alegría	B13	
fil-alegría-mx-0003	Res Filiformes	alegría	MX	verbal-objective	desatar	hecho que desató la alegría entre los integrantes de el club		f	Res Filiformes.xlsx	alegría	B13	
fil-alegría-mx-0004	Res Filiformes	alegría	MX	verbal-objective	desatar	volvió a desatar la alegría de Maradona		f	Res Filiformes.xlsx	alegría	B13	
fil-alegría-mx-0005	Res Filiformes	alegría	MX	attributive	atado	la alegría desatada luego de que Perú consiguiera sellar su boleto a Rusia 2018		f	Res Filiformes.xlsx	alegría	F13	
fil-alegría-ni-0001	Res Filiformes	alegría	NI	verbal-objective	desatar	Cuando llegó a el pedestal de el Héroe Nacional, leyó el acuerdo y se desató la alegría. Sandino presenciaba una revolución pacífica contra la dictadura de Daniel Ortega.		f	Res Filiformes.xlsx	alegría	B14	
fil-alegría-ni-0002	Res Filiformes	alegría	NI	attributive	atado	Con la alegría desatada por la liberación de los manifestantes presos,		f	Res Filiformes.xlsx	alegría	F14	
fil-alegría-pa-0001	Res Filiformes	alegría	PA	verbal-objective	desatar	El veterano' Tacuara' Cardozo hizo el trabajo con potente trallazo que desató la alegría de el escaso público		f	Res Filiformes.xlsx	alegría	B15	
fil-alegría-pa-0002	Res Filiformes	alegría	PA	attributive	atado	provocó escenas de alegría desatada en la capital Doha.		f	Res Filiformes.xlsx	alegría	F15	
fil-alegría-pe-0001	Res Filiformes	alegría	PE	verbal-objective	desatar	el recién ingresado Fernando Pacheco (52') se encargó de desatar la alegría peruana con un tanto convertido desde los doce pasos		f	Res Filiformes.xlsx	alegría	B16	
fil-alegría-pe-0002	Res Filiformes	alegría	PE	verbal-subject-intransitive	desatarse	n Pueblo Nuevo de Colán se desata la alegría en los meses de febrero y marzo		f	Res Filiformes.xlsx	alegría	C16	
fil-alegría-pe-0003	Res Filiformes	alegría	PE	attributive	atado	La alegría desatada por los estruendosos aficionados'		f	Res Filiformes.xlsx	alegría	F16	
fil-alegría-pr-0001	Res Filiformes	alegría	PR	verbal-objective	desatar	lanzaron el cohete desde el balcón de el ayuntamiento a mediodía, desatando la alegría de las miles de personas que atestaban la plaza de abajo.		f	Res Filiformes.xlsx	alegría	B17	
fil-alegría-pr-0002	Res Filiformes	alegría	PR	verbal-subject-intransitive	desatarse	mientras la alegría continúa desatándo se un rato más		f	Res Filiformes.xlsx	alegría	C17	
fil-alegría-pr-0003	Res Filiformes	alegría	PR	attributive	atado	. La magnitud de la alegría desatada por el oro está más que justificada,		f	Res Filiformes.xlsx	alegría	F17	
fil-alegría-py-0001	Res Filiformes	alegría	PY	verbal-objective	desatar	Pablo Mouche que solo empujó para desatar la alegría de los hinchas sobre los 36'		f	Res Filiformes.xlsx	alegría	B18	
fil-alegría-sv-0001	Res Filiformes	alegría	SV	verbal-objective	desatar	terminó en el fondo de una portería, lo que desató la alegría de sus compañeros de equipo y de el mism-o cantante italiano.		f	Res Filiformes.xlsx	alegría	B19	
fil-alegría-sv-0002	Res Filiformes	alegría	SV	verbal-subject-intransitive	desatarse	Pitana indicó el final de el encuentro y se desató la alegría francesa		f	Res Filiformes.xlsx	alegría	C19	
fil-alegría-sv-0003	Res Filiformes	alegría	SV	attributive	atado	La alegría desatada por los estruendosos aficionados		f	Res Filiformes.xlsx	alegría	F19	
fil-alegría-uy-0001	Res Filiformes	alegría	UY	verbal-objective	desatar	Tabú volvió a ganar y eso desató una alegría generalizada y un largo festejo		f	Res Filiformes.xlsx	alegría	B20	
fil-alegría-uy-0002	Res Filiformes	alegría	UY	verbal-objective	desatar	s el lugar elegido para desatar la alegría por el triunfo de la selección uruguay		f	Res Filiformes.xlsx	alegría	B20	
fil-alegría-uy-0003	Res Filiformes	alegría	UY	attributive		unes su día nacional alargando la alegría		f	Res Filiformes.xlsx	alegría	F20	
fil-alegría-uy-0004	Res Filiformes	alegría	UY	attributive	atado	desatada el domingo a el ganar su selección la primera edición		f	Res Filiformes.xlsx	alegría	F20	
fil-alegría-ve-0001	Res Filiformes	alegría	VE	verbal-objective	desatar	El pitazo final desató la alegría en la banca nacional liderada por un Pizzi		f	Res Filiformes.xlsx	alegría	B21	
fil-alegría-ve-0002	Res Filiformes	alegría	VE	verbal-objective		Se retuercen alegría con la caída de el precio de el petróleo y el alza psicopática de		f	Res Filiformes.xlsx	alegría	B21	
fil-alegría-ve-0003	Res Filiformes	alegría	VE	attributive	atado	La alegría desatada por los grandes medios 2) a el servicio de las trasnacionales financieras		f	Res Filiformes.xlsx	alegría	F21	
fil-alegría-us-0001	Res Filiformes	alegría	US	verbal-objective	desatar	desatando la alegría de las miles de personas que atestaban la plaza		f	Res Filiformes.xlsx	alegría	B22	
fil-alegría-us-0002	Res Filiformes	alegría	US	verbal-subject-intransitive	desatarse	nte la alegría que se desataba cuando llovía		f	Res Filiformes.xlsx	alegría	C22	
fil-alegría-us-0003	Res Filiformes	alegría	US	verbal-subject-intransitive	desatarse	desatándo se la alegría final en la cancha y la tribuna		f	Res Filiformes.xlsx	alegría	C22	
fil-alegría-us-0004	Res Filiformes	alegría	US	attributive	atado	alargando la alegría desatada el domingo tras ganar la primera edición de la Liga		f	Res Filiformes.xlsx	alegría	F22	
liq-miedo-ar-0001	Res Liquidae	miedo	AR	verbal-subject-intransitive	brotar	En este diálogo intrínseco brotan miedos, silencios, recuerdos y emociones		f	RES LIQUIDAE COR.xlsx	miedo	D2	
liq-miedo-ar-0002	Res Liquidae	miedo	AR	verbal-subject-intransitive	brotar	su trabajo de denuncia le hizo brotar un miedo constante a la deportación		f	RES LIQUIDAE COR.xlsx	miedo	D2	
liq-miedo-ar-0003	Res Liquidae	miedo	AR	verbal-subject-intransitive	brotar	as potencias hacen sentir su rigor,, con amenazas brutales como las las de Bolton y en muchos otros casos con maniobras más sutiles. Y empezó a brotar el miedo.		f	RES LIQUIDAE COR.xlsx	miedo	D2	
liq-miedo-ar-0004	Res Liquidae	miedo	AR	substantive	gota de	1El equipo de acá es tan groso que no hay una gota de miedo		f	RES LIQUIDAE COR.xlsx	miedo	E2	
liq-miedo-ar-0005	Res Liquidae	miedo	AR	substantive		su romance con el público, a el que hizo correr más de una gota fría de miedo, no tiene fecha de vencimiento.		f	RES LIQUIDAE COR.xlsx	miedo	E2	
liq-miedo-ar-0006	Res Liquidae	miedo	AR	substantive		es habrá pasado a los soldados de el Ejército que fusilaron Evaldo? ¿ Un brote colectivo de miedo, sorpresa o violenta emoción		f	RES LIQUIDAE COR.xlsx	miedo	E2	
liq-miedo-bo-0001	Res Liquidae	miedo	BO	verbal-objective		nmensa cantidad de adrenalina, tensión y miedo que fluía en el cuerpo de Alex		f	RES LIQUIDAE COR.xlsx	miedo	B3	
liq-miedo-cl-0001	Res Liquidae	miedo	CL	verbal-subject-intransitive	brotar	labra pueda llegar hasta los interrogantes, las dudas y los miedos que brotan en su corazón		f	RES LIQUIDAE COR.xlsx	miedo	D4	
liq-miedo-cl-0002	Res Liquidae	miedo	CL	verbal-instrumental		El país se inundó de miedo hacia el " dictador comunista " que vendría		f	RES LIQUIDAE COR.xlsx	miedo	G4	
liq-miedo-co-0001	Res Liquidae	miedo	CO	substantive	gota de	amantes de los retos, disciplinadas como ellas solas y sin una gota de miedo a la adrenalina		f	RES LIQUIDAE COR.xlsx	miedo	E5	
liq-miedo-co-0002	Res Liquidae	miedo	CO	verbal-instrumental		Esgrimen argumentos como la familia y los peligros de la homosexualización para inundar de miedos a este pueblo ignaro y creyente CO		f	RES LIQUIDAE COR.xlsx	miedo	G5	
liq-miedo-co-0003	Res Liquidae	miedo	CO	verbal-instrumental		la misoginia y la negligencia sigan inundando con miedo e ignorancia a la niñez y a la juventud de nuestro país.		f	RES LIQUIDAE COR.xlsx	miedo	G5	
liq-miedo-cr-0001	Res Liquidae	miedo	CR	verbal-subject-transitive	inundar	Los gritos de miedo inundaron la vivienda y asustaron a el enorme reptil		f	RES LIQUIDAE COR.xlsx	miedo	C6	
liq-miedo-do-0001	Res Liquidae	miedo	DO	verbal-objective		Rencillas había alguna desde la anterior final y el miedo fluía a raudale		f	RES LIQUIDAE COR.xlsx	miedo	B8	
liq-miedo-ec-0001	Res Liquidae	miedo	EC	verbal-instrumental		Estamos inundados de miedos y abatidos por noticias de hecho		f	RES LIQUIDAE COR.xlsx	miedo	G9	
liq-miedo-es-0001	Res Liquidae	miedo	ES	verbal-objective		el miedo que fluye en algunas partes de el bosque. Y refleja toda la melancolía de el personaje		f	RES LIQUIDAE COR.xlsx	miedo	B10	
liq-miedo-es-0002	Res Liquidae	miedo	ES	verbal-subject-intransitive	brotar	ecia aprovechando la fragilidad, los odios y los miedos que brotan cuando la presión es insuperable, dejando en evidencia muchas de la contradiccione ES		f	RES LIQUIDAE COR.xlsx	miedo	D10	
liq-miedo-es-0003	Res Liquidae	miedo	ES	verbal-subject-intransitive	manar	Nbamaniacs... Aquí ya rebosó la inconsistencia, el miedo o la falta de cabeza de los Sixers.		f	RES LIQUIDAE COR.xlsx	miedo	D10	
liq-miedo-es-0004	Res Liquidae	miedo	ES	verbal-instrumental		Cuando un espíritu maligno llamado Sombra se propone inundar de miedo los corazones de los niños ES		f	RES LIQUIDAE COR.xlsx	miedo	G10	
liq-miedo-es-0005	Res Liquidae	miedo	ES	verbal-instrumental		su épica lucha contra un espíritu maligno que pretende inundar de miedo los corazones de los niños  ES		f	RES LIQUIDAE COR.xlsx	miedo	G10	
liq-miedo-es-0006	Res Liquidae	miedo	ES	verbal-instrumental		Un navegador de el que nadie se pudiese reir, que inundara de miedo el corazón de sus enemigos ES		f	RES LIQUIDAE COR.xlsx	miedo	G10	
liq-miedo-es-0007	Res Liquidae	miedo	ES	verbal-instrumental		Los medios nos inundan con miedos y crisis a el mismo tiempo que nos venden un modelo de vida ES		f	RES LIQUIDAE COR.xlsx	miedo	G10	
liq-miedo-es-0008	Res Liquidae	miedo	ES	verbal-instrumental		un buen repaso o incluso a la celda de el Espantapájaros para que nos inunde de miedo (y daño). ES		f	RES LIQUIDAE COR.xlsx	miedo	G10	
liq-miedo-es-0009	Res Liquidae	miedo	ES	verbal-instrumental		La noche que se inundó de miedos y milagros  ES		f	RES LIQUIDAE COR.xlsx	miedo	G10	
